Saraksts,Partija,Numurs,Vards,Riga,Vidzeme,Latgale,Kurzeme,Zemgale
12,Zaļo un Zemnieku savienība,69,Vita Pūķe,,22,,,
12,Zaļo un Zemnieku savienība,70,Arvīds Raciborskis,,,11,,
12,Zaļo un Zemnieku savienība,71,Artis Rasmanis,,8,,,
12,Zaļo un Zemnieku savienība,72,Jānis Rāzna,6,,,,
12,Zaļo un Zemnieku savienība,73,Dana Reizniece-Ozola,,,,1,
12,Zaļo un Zemnieku savienība,74,Kaspars Rimšs,,,16,,
12,Zaļo un Zemnieku savienība,75,Dace Rolava,25,,,,
12,Zaļo un Zemnieku savienība,76,Sandra Rone,,26,,,
12,Zaļo un Zemnieku savienība,77,Inguna Rožkalne-Žubure,,21,,,
12,Zaļo un Zemnieku savienība,78,Aivars Rudzroga,,,,12,
12,Zaļo un Zemnieku savienība,79,Liene Rulle,,,,,17
12,Zaļo un Zemnieku savienība,80,Mārtiņš Ruža,,,,,10
12,Zaļo un Zemnieku savienība,81,Māris Salzirnis,15,,,,
12,Zaļo un Zemnieku savienība,82,Mareks Segliņš,,,,4,
12,Zaļo un Zemnieku savienība,83,Kārlis Seržants,2,,,,
12,Zaļo un Zemnieku savienība,84,Andris Siliņš,,3,,,
12,Zaļo un Zemnieku savienība,85,Valdis Skujiņš,,,,16,
12,Zaļo un Zemnieku savienība,86,Aldis Slavinskis,,,,11,
12,Zaļo un Zemnieku savienība,87,Māris Slokenbergs,17,,,,
12,Zaļo un Zemnieku savienība,88,Alfons Spēks,,,,6,
12,Zaļo un Zemnieku savienība,89,Baiba Stabulniece,16,,,,
12,Zaļo un Zemnieku savienība,90,Jānis Stakens,9,,,,
12,Zaļo un Zemnieku savienība,91,Dagnija Staķe,,,,,7
12,Zaļo un Zemnieku savienība,92,Aivars Straume,,14,,,
12,Zaļo un Zemnieku savienība,93,Izolde Stugle,,,15,,
12,Zaļo un Zemnieku savienība,94,Staņislavs Šķesters,,,8,,
12,Zaļo un Zemnieku savienība,95,Inga Štāle,,,,,8
12,Zaļo un Zemnieku savienība,96,Edgars Tavars,5,,,,
12,Zaļo un Zemnieku savienība,97,Andris Tēraudkalns,32,,,,
12,Zaļo un Zemnieku savienība,98,Kristaps Treimanis,21,,,,
12,Zaļo un Zemnieku savienība,99,Jānis Trupovnieks,,,4,,
12,Zaļo un Zemnieku savienība,100,Arvīds Ulme,7,,,,
12,Zaļo un Zemnieku savienība,101,Diāna Upeniece,,,13,,
12,Zaļo un Zemnieku savienība,102,Reinis Uzulnieks,10,,,,
12,Zaļo un Zemnieku savienība,103,Daina Vasiļevska,22,,,,
12,Zaļo un Zemnieku savienība,104,Alīda Vāne,,,,,16
12,Zaļo un Zemnieku savienība,105,Juris Vectirāns,,,,,5
12,Zaļo un Zemnieku savienība,106,Vilnis Veinbergs,,,,,6
12,Zaļo un Zemnieku savienība,107,Raimonds Vējonis,,,1,,
12,Zaļo un Zemnieku savienība,108,Antija Vēvere,,,12,,
12,Zaļo un Zemnieku savienība,109,Ingrīda Vilkārse,,29,,,
12,Zaļo un Zemnieku savienība,110,Ilona Virza-Zariņa,,,,,11
12,Zaļo un Zemnieku savienība,111,Renārs Vītols,27,,,,
12,Zaļo un Zemnieku savienība,112,Jānis Vucāns,,,,7,
12,Zaļo un Zemnieku savienība,113,Ēriks Zaporožecs,,,,,12
12,Zaļo un Zemnieku savienība,114,Didzis Zemmers,,12,,,
12,Zaļo un Zemnieku savienība,115,Jānis Zīvers,14,,,,
13,No sirds Latvijai,1,Ivars Amoliņš,,,,,9
13,No sirds Latvijai,2,Jautrīte Ašurova,,13,,,
13,No sirds Latvijai,3,Ringolds Balodis,,,,1,
13,No sirds Latvijai,4,Sandra Bāliņa,14,,,,
13,No sirds Latvijai,5,Sandis Bārdiņš,,,,11,
13,No sirds Latvijai,6,Valters Bolēvics,6,,,,
13,No sirds Latvijai,7,Tamāra Brice,25,,,,
13,No sirds Latvijai,8,Liene Cipule,,3,,,
13,No sirds Latvijai,9,Jānis Dārziņš,,,8,,
13,No sirds Latvijai,10,Guntars Dārznieks,,6,,,
13,No sirds Latvijai,11,Vera Doreiko-Sinkeviča,,,12,,
13,No sirds Latvijai,12,Guntars Driņķis,,9,,,
13,No sirds Latvijai,13,Anžela Dubovska,,,6,,
13,No sirds Latvijai,14,Marita Eisaka,22,,,,
13,No sirds Latvijai,15,Ivars Falks,,,,,4
13,No sirds Latvijai,16,Rihards Fridbergs,33,,,,
13,No sirds Latvijai,17,Jānis Garbovskis,,7,,,
13,No sirds Latvijai,18,Skaidrīte Grigale,,,4,,
13,No sirds Latvijai,19,Jānis Grigalis,21,,,,
13,No sirds Latvijai,20,Eduards Grubevičs,,,13,,
13,No sirds Latvijai,21,Juris Jaunzems,,,,8,
13,No sirds Latvijai,22,Andrejs Jirgensons,23,,,,
13,No sirds Latvijai,23,Māris Jurušs,,8,,,
13,No sirds Latvijai,24,Juris Kajaks,,17,,,
13,No sirds Latvijai,25,Daiga Kalniņa,,,,2,
13,No sirds Latvijai,26,Inguna Kalniņa,11,,,,
13,No sirds Latvijai,27,Leonīds Kaļiņins,,,16,,
13,No sirds Latvijai,28,Dace Kaminska,,,,,12
13,No sirds Latvijai,29,Andrejs Kitovs,,,14,,
13,No sirds Latvijai,30,Pēteris Kolāts,,,,7,
13,No sirds Latvijai,31,Ineta Kona,,21,,,
13,No sirds Latvijai,32,Gints Kragliks,,18,,,
13,No sirds Latvijai,33,Andrejs Krasņikovs,8,,,,
13,No sirds Latvijai,34,Ivars Krusts,,,,,13
13,No sirds Latvijai,35,Jānis Kurpnieks,,,,,8
13,No sirds Latvijai,36,Nelli Kutukova,30,,,,
13,No sirds Latvijai,37,Gunārs Kūtris,,1,,,
13,No sirds Latvijai,38,Inese Lagzdiņa,,,,13,
13,No sirds Latvijai,39,Margarita Laicāne,,25,,,
13,No sirds Latvijai,40,Inna Laizāne,7,,,,
13,No sirds Latvijai,41,Tālis Laizāns,9,,,,
13,No sirds Latvijai,42,Valdis Lauskis,5,,,,
13,No sirds Latvijai,43,Silva Lazda-Poikāne,32,,,,
13,No sirds Latvijai,44,Valentīna Lazovska,,,9,,
13,No sirds Latvijai,45,Viktors Lelis,,,,,6
13,No sirds Latvijai,46,Jānis Liberts,17,,,,
13,No sirds Latvijai,47,Marks Lomonosovs,,20,,,
13,No sirds Latvijai,48,Oskars Lūsis,,10,,,
13,No sirds Latvijai,49,Romualds Maculevičs,,,10,,
13,No sirds Latvijai,50,Natālija Magazeina,,,,5,
13,No sirds Latvijai,51,Daina Medne,10,,,,
13,No sirds Latvijai,52,Aivars Meija,,,,,1
13,No sirds Latvijai,53,Agris Meirēns,,,,,14
13,No sirds Latvijai,54,Romāns Mežeckis,3,,,,
13,No sirds Latvijai,55,Klāvs Miezis,,24,,,
13,No sirds Latvijai,56,Māris Nagla,,,,4,
13,No sirds Latvijai,57,Jānis Neimanis,,,,6,
13,No sirds Latvijai,58,Raimonds Nipers,,,5,,
13,No sirds Latvijai,59,Diāna Novicka,,,,,2
13,No sirds Latvijai,60,Dace Nulle,4,,,,
13,No sirds Latvijai,61,Iveta Ozoliņa,,11,,,
13,No sirds Latvijai,62,Sergejs Parvatkins,13,,,,
13,No sirds Latvijai,63,Jekaterīna Pavlova,18,,,,
13,No sirds Latvijai,64,Inguna Pelše,,26,,,
13,No sirds Latvijai,65,Anita Petrova,,,2,,
13,No sirds Latvijai,66,Edmunds Pētersons,,,,,5
13,No sirds Latvijai,67,Inese Pivare,,27,,,
13,No sirds Latvijai,68,Arvīds Platpers,,4,,,
13,No sirds Latvijai,69,Andris Priekulis,2,,,,
13,No sirds Latvijai,70,Juris Razživins,,,,,10
13,No sirds Latvijai,71,Baiba Reitere,28,,,,
13,No sirds Latvijai,72,Guntis Rolis,,,,3,
13,No sirds Latvijai,73,Anatolijs Romaņuks,,,7,,
13,No sirds Latvijai,74,Valters Rotkājs,,15,,,
13,No sirds Latvijai,75,Roksana Rudeviča,24,,,,
13,No sirds Latvijai,76,Vladimirs Rusanovs,26,,,,
13,No sirds Latvijai,77,Aivars Saulītis,,,,,7
13,No sirds Latvijai,78,Silvija Saviča,,23,,,
13,No sirds Latvijai,79,Tahirs Sīmanis,,22,,,
13,No sirds Latvijai,80,Indulis Skudra,,,,,11
13,No sirds Latvijai,81,Mārtiņš Smilga,19,,,,
13,No sirds Latvijai,82,Heino Spulģis,15,,,,
13,No sirds Latvijai,83,Ineta Stabulniece,,2,,,
13,No sirds Latvijai,84,Inese Straume,,14,,,
13,No sirds Latvijai,85,Inguna Sudraba,1,,,,
13,No sirds Latvijai,86,Valentīna Šabuņeviča,,,3,,
13,No sirds Latvijai,87,Silvija Šimfa,,,1,,
13,No sirds Latvijai,88,Natālija Tautkusa,,,11,,
13,No sirds Latvijai,89,Igors Tračums,,19,,,
13,No sirds Latvijai,90,Ēriks Treļs,12,,,,
13,No sirds Latvijai,91,Aleksejs Trigubjuks,31,,,,
13,No sirds Latvijai,92,Normunds Tukišs,,12,,,
13,No sirds Latvijai,93,Iveta Tumaščika,,,,9,
13,No sirds Latvijai,94,Ilgvars Ugars,,,15,,
13,No sirds Latvijai,95,Liāna Ulmane,,,,,15
13,No sirds Latvijai,96,Inese Vārslavāne,,,,,3
13,No sirds Latvijai,97,Jānis Veips,,,,12,
13,No sirds Latvijai,98,Daina Verveiko,16,,,,
13,No sirds Latvijai,99,Modra Vilkauša,,16,,,
13,No sirds Latvijai,100,Guntars Viziņš,,5,,,
13,No sirds Latvijai,101,Jānis Zalcmanis,29,,,,
13,No sirds Latvijai,102,Daiga Zipeva-Biumane,,,,10,
13,No sirds Latvijai,103,Vladimirs Zvonarevs,20,,,,
13,No sirds Latvijai,104,Artūrs Žalostibs,27,,,,
13,No sirds Latvijai,105,Iveta Žvagiņa,,,,,16
